suite,case,trial,records,payload_max,nodes,ranks,ranks_per_node,threads_per_rank,total_cores,records_per_node,chunk_mb,merge_fan,time_budget_s,probe_chunks_per_rank,local_merge_impl,generated_runs,input_bytes,total_gib,gib_per_node,capacity_total_gib,capacity_gib_per_node,throughput_gib_s,throughput_gib_node_s,sort_s,merge_s,total_s,verified,log_file
mpi_weak_capacity,weak_capacity_p64_c64_f8_probe8,1,22369620,64,2,2,1,4,8,11184810,64,8,180,8,mpi_local_omp_multipass,18,1073754416,1.00001173,0.500005864,15.216118,7.60805899,0.0845339888,0.0422669944,7.72913,4.10045,11.8297,0,/home/m.prestifilippoco/spmProject/benchmark_results/run_633256/logs/mpi_weak_weak_capacity_p64_c64_f8_probe8_n2_r2_t4_i1.log
