suite,case,trial,records,payload_max,nodes,ranks,ranks_per_node,threads_per_rank,total_cores,chunk_mb,merge_fan,local_merge_impl,generated_runs,sort_s,merge_s,total_s,verified,log_file
mpi_strong,manySmall200M,1,200000000,64,8,8,1,4,32,64,8,mpi_local_omp_multipass,144,53.8473,80.0793,133.927,0,/home/m.prestifilippoco/spmProject/benchmark_results/run_633237/logs/mpi_strong_manySmall200M_n8_r8_t4_i1.log
