suite,case,trial,records,payload_max,nodes,ranks,ranks_per_node,threads_per_rank,total_cores,records_per_node,chunk_mb,merge_fan,time_budget_s,probe_chunks_per_rank,local_merge_impl,generated_runs,input_bytes,total_gib,gib_per_node,capacity_total_gib,capacity_gib_per_node,throughput_gib_s,throughput_gib_node_s,sort_s,merge_s,total_s,verified,log_file
mpi_weak_capacity,weak_capacity_p64_c64_f8_probe8,1,44739240,64,4,4,1,8,32,11184810,64,8,180,8,mpi_local_omp_multipass,36,2147551174,2.00006289,0.500015722,11.7387212,2.93468031,0.065215118,0.0163037795,13.7992,16.8693,30.6687,0,/home/m.prestifilippoco/spmProject/benchmark_results/run_633262/logs/mpi_weak_weak_capacity_p64_c64_f8_probe8_n4_r4_t8_i1.log
