suite,case,trial,records,payload_max,nodes,ranks,ranks_per_node,threads_per_rank,total_cores,chunk_mb,merge_fan,local_merge_impl,generated_runs,sort_s,merge_s,total_s,verified,log_file
mpi_strong,manySmall200M,1,200000000,64,4,4,1,4,16,64,8,mpi_local_omp_multipass,144,58.72,60.6109,119.331,0,/home/m.prestifilippoco/spmProject/benchmark_results/run_633232/logs/mpi_strong_manySmall200M_n4_r4_t4_i1.log
