suite,case,trial,records,payload_max,nodes,ranks,ranks_per_node,threads_per_rank,total_cores,chunk_mb,merge_fan,local_merge_impl,generated_runs,sort_s,merge_s,total_s,verified,log_file
mpi_strong,manySmall200M,1,200000000,64,1,1,1,4,4,64,8,mpi_local_omp_multipass,144,153.375,1.401e-06,153.375,0,/home/m.prestifilippoco/spmProject/benchmark_results/run_633222/logs/mpi_strong_manySmall200M_n1_r1_t4_i1.log
