suite,case,trial,records,payload_max,nodes,ranks,ranks_per_node,threads_per_rank,total_cores,records_per_node,chunk_mb,merge_fan,time_budget_s,probe_chunks_per_rank,local_merge_impl,generated_runs,input_bytes,total_gib,gib_per_node,capacity_total_gib,capacity_gib_per_node,throughput_gib_s,throughput_gib_node_s,sort_s,merge_s,total_s,verified,log_file
mpi_weak_capacity,weak_capacity_p64_c64_f8_probe8,1,22369620,64,2,2,1,32,64,11184810,64,8,180,8,mpi_local_omp_multipass,18,1073754416,1.00001173,0.500005864,14.0839008,7.0419504,0.0782438933,0.0391219467,8.54317,4.23741,12.7807,0,/home/m.prestifilippoco/spmProject/benchmark_results/run_633259/logs/mpi_weak_weak_capacity_p64_c64_f8_probe8_n2_r2_t32_i1.log
