suite,case,trial,records,payload_max,nodes,ranks,ranks_per_node,threads_per_rank,total_cores,chunk_mb,merge_fan,local_merge_impl,generated_runs,sort_s,merge_s,total_s,verified,log_file
mpi_strong,manySmall200M,1,200000000,64,2,2,1,8,16,64,8,mpi_local_omp_multipass,144,69.9098,36.6577,106.568,0,/home/m.prestifilippoco/spmProject/benchmark_results/run_633228/logs/mpi_strong_manySmall200M_n2_r2_t8_i1.log
