suite,case,trial,records,payload_max,nodes,ranks,ranks_per_node,threads_per_rank,total_cores,chunk_mb,merge_fan,local_merge_impl,generated_runs,sort_s,merge_s,total_s,verified,log_file
mpi_strong,manySmall200M,1,200000000,64,4,4,1,8,32,64,8,mpi_local_omp_multipass,144,56.0202,69.3711,125.391,0,/home/m.prestifilippoco/spmProject/benchmark_results/run_633233/logs/mpi_strong_manySmall200M_n4_r4_t8_i1.log
