case,records,payload_max,nodes,ranks,ranks_per_node,threads_per_rank,total_cores,records_per_node,chunk_mb,merge_fan,probe_chunks_per_rank,local_merge_impl,generated_runs,trials,avg_total_s,min_total_s,max_total_s,stdev_total_s,avg_sort_s,avg_merge_s,avg_input_bytes,avg_total_gib,avg_gib_per_node,avg_time_budget_s,avg_capacity_total_gib,avg_capacity_gib_per_node,avg_throughput_gib_s,avg_throughput_gib_node_s,baseline_nodes,baseline_capacity_total_gib,weak_capacity_scale,baseline_capacity_gib_per_node,weak_capacity_efficiency,weak_speedup,weak_efficiency,weak_sort_speedup,weak_sort_efficiency,weak_merge_speedup,weak_merge_efficiency,total_speedup,total_efficiency,phase1_speedup,phase1_efficiency,phase2_speedup,phase2_efficiency
weak_capacity_p64_c64_f8_probe8,22369620,64,2,2,1,32,64,11184810,64,8,8,mpi_local_omp_multipass,18,1,12.7807,12.7807,12.7807,0,8.54317,4.23741,1.07375442e+09,1.00001173,0.500005864,180,14.0839008,7.0419504,0.0782438933,0.0391219467,2,14.0839008,1,7.0419504,1,1,1,1,1,1,1,1,1,1,1,1,1
