case,records,payload_max,nodes,ranks,ranks_per_node,threads_per_rank,total_cores,chunk_mb,merge_fan,local_merge_impl,generated_runs,trials,avg_total_s,min_total_s,max_total_s,stdev_total_s,avg_sort_s,avg_merge_s,baseline_nodes,strong_speedup,strong_efficiency,strong_sort_speedup,strong_sort_efficiency,strong_merge_speedup,strong_merge_efficiency,total_speedup,total_efficiency,phase1_speedup,phase1_efficiency,phase2_speedup,phase2_efficiency
manySmall200M,200000000,64,2,2,1,32,64,64,8,mpi_local_omp_multipass,144,1,111.258,111.258,111.258,0,74.5816,36.6764,2,1,1,1,1,1,1,1,1,1,1,1,1
