suite,case,trial,records,payload_max,nodes,ranks,ranks_per_node,threads_per_rank,total_cores,chunk_mb,merge_fan,local_merge_impl,generated_runs,sort_s,merge_s,total_s,verified,log_file
mpi_strong,manySmall200M,1,200000000,64,2,2,1,32,64,64,8,mpi_local_omp_multipass,144,74.5816,36.6764,111.258,0,/home/m.prestifilippoco/spmProject/benchmark_results/run_633230/logs/mpi_strong_manySmall200M_n2_r2_t32_i1.log
